FONT                                                                   ;ISBOLD;ISITALIC;ONLINE;;ONPAGE;ORDER;PUBLICATION       ;SIZE;TEXT
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;131.0 ;;153   ;-1.0 ;Archiv_der_Kräuter;1000;Beginn
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;132.0 ;;153   ;-1.0 ;Archiv_der_Kräuter;1000;8 Stunden
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;133.0 ;;153   ;-1.0 ;Archiv_der_Kräuter;1000;Dauer
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;134.0 ;;153   ;-1.0 ;Archiv_der_Kräuter;1000;8 KR / 4 KR
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;135.0 ;;153   ;-1.0 ;Archiv_der_Kräuter;1000;Wert/Preis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;136.0 ;;153   ;-1.0 ;Archiv_der_Kräuter;1000;400 Silbertaler / 600 Silbertaler
PDType0Font/PDCIDFontType2, PostScript name: TYWQNC+GentiumBasic-Bold  ;true  ;false   ;1.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Krötenschemelgift
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;2.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;3.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Das Krötenschemelgift wird aus dem Pilz Eitriger Krötenschemel gewonnen. Das Gift verursacht Übelkeit und Erbrechen. Charakteristisch ist die Blaufärbung von Zunge und Händen. Die Wirkung des Giftes ist nicht kumulativ, solange das Opfer noch unter der Giftwirkung leidet.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;4.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Stufe
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;5.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;4
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;6.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Art
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;7.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Einnahme- und Waffengift, pflanzlich
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;8.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Widerstand
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;9.0   ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Zähigkeit
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;10.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wirkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;11.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;heftige Magenkrämpfe und Erbrechen (1W6+2 SP pro angefangener Stunde), Blaufärbung der Hände und des Gesichts / Magenkrämpfe und Erbrechen (1W3+1 SP pro angefangener Stunde), Blaufärbung der Hände und des Gesichts
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;12.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Beginn
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;13.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;1 Stunde
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;14.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Dauer
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;15.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;4 Stunden / 2 Stunden
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;16.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wert/Preis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;17.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;400 Silbertaler / 480 Silbertaler
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;18.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Margolasch-Abführmittel
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;19.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;20.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Dem Margolasch-Pilz wird durch Einlegen in lauwarmer Flüssigkeit sein Gift entzogen. Dieses wirkt bei Einnahme stark abführend und fesselt seine Anwenderin bei stärkerer Wirkung für die Dauer der Wirkung regelmäßig an den Abort, sofern sie ihre Bedürfnisse nicht mit
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;21.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Selbstbeherrschung (Störungen ignorieren)
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;22.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;–2 im Griff behält. Die Wirkung von Einnahmegiften kann mit der stärkeren Wirkung des Abführmittels neutralisiert werden. Dafür sind Anwendungen in Höhe der der Giftstufe nötig. Margolasch-Abführmittel kann sich nicht selbst neutralisieren.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;23.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Stufe
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;24.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;6
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;25.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Art
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;26.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Einnahmegift, pflanzlich
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;27.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Widerstand
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;28.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Zähigkeit
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;29.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wirkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;30.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;stark abführend / –
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;31.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Beginn
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;32.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;1 Stunde
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;33.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Dauer
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;34.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;30 Minuten
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;35.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wert/Preis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;36.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;1 Silbertaler / 1,2 Silbertaler
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;37.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Purpurner Lotosstaub
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;38.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;39.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;40.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Purpurner Lotosstaub wird vor allem als Ingredienz für alchimistische Elixiere (u. a. für das berüchtigte Gift Purpurblitz) verwendet. Eingeatmet kann der Staub zu-
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;41.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;dem als schwaches Gift Verwendung finden, dass eine
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;42.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;leicht betäubende Wirkung aufweist. Um das Pulver auf ein Opfer zu werfen, muss eine Probe auf die Kampftechnik
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;43.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wurfwaffen
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;44.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;gelingen, die wie üblich modi-
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;45.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;fiziert wird (Reichweite: 3/4/5, wenn als Pulver in der
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;46.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Hand<br> 5/10/15, wenn als Beutelchen). Um geworfenem Staub auszuweichen, muss dem Beworfenen eine Probe auf Ausweichen gelingen. Auch hier gelten die übli-
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;47.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;chen Modifikatoren für Ausweichen im Fernkampf. Es
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;48.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;spielt dabei keine Rolle, ob sich das Pulver in der Hand
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;49.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;des Werfenden befindet oder in einem sich beim Auf
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;50.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;-prall öffnenden Säckchen. Um das Pulver nach einem erfolgreichen Angriff nicht einzuatmen, ist eine Probe auf
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;51.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Selbstbeherrschung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;52.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;–2 nötig.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;53.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Stufe
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;54.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;4
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;55.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Art
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;56.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Atemgift, pflanzlich
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;57.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Widerstand
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;58.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Zähigkeit
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;59.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wirkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;60.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;zu Beginn einmalig 1W6+2 SP, danach biszum Ende der Wirkung 1 Stufe
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;61.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Betäubung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;62.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;/ zu Beginneinmalig 1W3+1 SP, die Wirkungsdauer erhöht sichkumulativ
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;63.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Beginn
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;64.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;5 KR
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;65.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Dauer
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;66.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;5 Minuten
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;67.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wert/Preis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;68.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;50 Silbertaler / 60 Silbertaler
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;69.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Schwarzer Lotosstaub
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;70.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;71.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Der Blütenstaub von 1 Anwendung Schwarzer Lotos wird mit Schwefelwasser gewaschen (vorzüglich Gra-
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;72.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;tenfelser Schwefelquell), mit feinem Papier gefiltert
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;73.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;und in der Sonne getrocknet. Das daraus gewonnene feine Atemgift löst beim Anwender lebhafte synästhetische Halluzinationen aus und lähmt mit der Zeit dessen Glieder, bis das Gift zum Herzstillstand führt. Das Gift kann an seinem einzigartigen herbsüßhypnotischen Duft erkannt werden.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;74.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Stufe
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;75.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;4
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;76.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Art
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;77.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Atemgift
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;78.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Widerstand
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;79.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Zähigkeit
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;80.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wirkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;81.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;1W6+2 SP alle 5 Minuten, 2 Stufen
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;82.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Verwirrung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;83.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;/ 1W3+1 SP alle 5 Minuten, 1 Stufe
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;84.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Verwirrung
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;85.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Beginn
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;86.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;sofort
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;87.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Dauer
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;88.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;1 Stunde
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;89.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wert/Preis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;90.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;1.500 Silbertaler / 2.000 Silbertaler
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;91.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Shurinknollengift
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;92.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;93.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;94.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Das durch komplexe Filtrierung aus der Shurinknolle gewonnene Gift wirkt langsam, hat jedoch oft eine tödliche Wirkung. Es schwächt das Opfer zudem innerhalb des Wirkungszeitraums. Sollte das Opfer überleben, regeneriert es pro Stunde je 1 Punkt auf alle körperlichen Eigenschaften bis zum ursprünglichen Wert.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;95.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Stufe
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;96.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;3
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;97.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Art
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;98.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Einnahme- und Waffengift, pflanzlich
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;99.0  ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Widerstand
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;100.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Zähigkeit
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;101.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Wirkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;102.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;1W6 SP und Verlust von 1 Punkt auf alle Körperlichen Eigenschaften pro vollen 5 Minuten (sollte eine Eigenschaft auf 0 fallen, tritt sofort der Tod ein)
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;103.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Beginn
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;104.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;30 Minuten
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;105.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Dauer
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;106.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;60 Minuten / 30 Minuten
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;107.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;Kosten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;108.0 ;;154   ;-1.0 ;Archiv_der_Kräuter;1000;400 / 600 Silbertaler
PDTrueTypeFont GUKQNC+Andalus                                          ;false ;false   ;1.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1200;Rezepte
PDType0Font/PDCIDFontType2, PostScript name: TYWQNC+GentiumBasic-Bold  ;true  ;false   ;2.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1300;Pflanzliche Rauschmittel
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;3.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Beruhigungsmittel
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;4.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;5.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Alternativer Name
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;6.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;TigerschnurrenBeruhigungsmittel wird aus Tigermohnsamen gewonnen und in der Seelenheilkunde genutzt.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;7.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Stufe
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;8.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;5
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;9.0   ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Art
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;10.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Einnahmegift, pflanzlich
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;11.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Widerstand
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;12.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Seelenkraft
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;13.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Einnahme
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;14.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Beruhigungsmittel ist flüssig und wird in
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;15.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Flüssigkeit gelöst, kann aber auch zu Pillen verarbeitet werden.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;16.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Wirkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;17.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Verminderung von Angst, Aggression und Wahnvorstellungen für 1W6+3 Stunden (entsprechende Nachteile
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;18.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Angst vor ...
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;19.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;und Zustandsstufen
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;20.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Furcht
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;21.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;werden für die gesamte Wirkungsdauer ignoriert, kehren danach aber wieder zurück, falls sie im Wirkungszeitraum nicht von sich aus verschwunden wären). / Desgleichen, aber für 1W3+3 Stunden.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;22.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Nebenwirkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;23.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;nach Ende der Wirkungszeit 1 Stufe
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;24.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Betäubung
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;25.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Überdosierung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;26.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;1 Stufe
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;27.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Furcht
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;28.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Beginn
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;29.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;1 Minute
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;30.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Dauer
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;31.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;1W6+3 Stunden / 1W3+3 Stunden
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;32.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Legalität
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;33.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;legal
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;34.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Wert/Preis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;35.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;20 Silbertaler / 30 Silbertaler
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;36.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Sucht
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;37.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;1-2 auf 1W20 (Probe bei jeder Anwendung fällig)<br> 1 Anwendung pro 3 Tage
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;38.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;Boronwein
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;39.0  ;;155   ;-1.0 ;Archiv_der_Kräuter;1000;
